"mt_id","var3","timestamps","xpos","ypos","steps","dist","vel","acc","subject_nr","Condition","Target_subj","Target_obj","Target_pic","Target_pos","responded_correct","initiation_time","AUC","RT"
"id02","L1",587.118506589057,-11,-16,38,1,0.0630196452415655,0.00237978181039817,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","M1",602.986574334707,-10.2848077325959,-17.4303845348081,39,1.59921852689767,0.10078218422883,0.0640413660173586,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","N1",618.854642080357,7.35558556668285,-19.1555610121242,40,17.7245510417366,1.11699491871626,0.280211823275887,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","O1",634.722709826008,94.51181535556,-33.2006457785817,41,88.2806479196235,5.56341511359019,0.00352724539102265,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","P1",650.590777571658,183.101095152503,-43.3501825254172,42,89.1687926974257,5.61938568241047,-0.0171714635713618,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","Q1",666.458845317308,266.825123938214,-57.0970734044958,43,84.8450941713887,5.34690773516813,0.167846333652886,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","R1",682.326913062958,392.927108081339,-73.0579013155668,44,127.108058094048,8.01030472843113,-0.291394169806807,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","S1",698.194980808608,446.172858723954,-80.3021770213289,45,53.7362958529577,3.3864423012492,-0.0852581732436631,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","T1",714.063048554258,478.396827286576,-82,46,32.2686651845372,2.03355983234838,-0.0956410687514285,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","U1",729.931116299909,486.583494668734,-82,47,8.18666738215842,0.515920874134319,-0.0268875339779246,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
